Embarked=C,Embarked=Q,Embarked=S,PassengerId,Survived
0.0,0.0,1.0,134,1
0.0,0.0,1.0,135,0
1.0,0.0,0.0,136,0
0.0,0.0,1.0,137,1
0.0,0.0,1.0,138,0
0.0,0.0,1.0,139,0
1.0,0.0,0.0,140,0
0.0,0.0,1.0,142,1
0.0,0.0,1.0,143,1
0.0,1.0,0.0,144,0
0.0,0.0,1.0,145,0
0.0,0.0,1.0,146,0
0.0,0.0,1.0,147,1
0.0,0.0,1.0,148,0
0.0,0.0,1.0,149,0
0.0,0.0,1.0,150,0
0.0,0.0,1.0,151,0
0.0,0.0,1.0,152,1
0.0,0.0,1.0,153,0
0.0,0.0,1.0,154,0
1.0,0.0,0.0,156,0
0.0,1.0,0.0,157,1
0.0,0.0,1.0,158,0
0.0,0.0,1.0,161,0
0.0,0.0,1.0,162,1
0.0,0.0,1.0,163,0
0.0,0.0,1.0,164,0
0.0,0.0,1.0,165,0
0.0,0.0,1.0,166,1
0.0,0.0,1.0,168,0
0.0,0.0,1.0,170,0
0.0,0.0,1.0,171,0
0.0,1.0,0.0,172,0
0.0,0.0,1.0,173,1
0.0,0.0,1.0,174,0
1.0,0.0,0.0,175,0
0.0,0.0,1.0,176,0
1.0,0.0,0.0,178,0
0.0,0.0,1.0,179,0
0.0,0.0,1.0,180,0
0.0,0.0,1.0,183,0
0.0,0.0,1.0,184,1
0.0,0.0,1.0,185,1
0.0,0.0,1.0,188,1
0.0,1.0,0.0,189,0
0.0,0.0,1.0,190,0
0.0,0.0,1.0,191,1
0.0,0.0,1.0,192,0
0.0,0.0,1.0,193,1
0.0,0.0,1.0,194,1
1.0,0.0,0.0,195,1
1.0,0.0,0.0,196,1
0.0,0.0,1.0,198,0
0.0,0.0,1.0,200,0
0.0,0.0,1.0,201,0
0.0,0.0,1.0,203,0
1.0,0.0,0.0,204,0
0.0,0.0,1.0,205,1
0.0,0.0,1.0,206,0
0.0,0.0,1.0,207,0
1.0,0.0,0.0,208,1
0.0,1.0,0.0,209,1
1.0,0.0,0.0,210,1
0.0,0.0,1.0,211,0
0.0,0.0,1.0,212,1
0.0,0.0,1.0,213,0
0.0,0.0,1.0,214,0
1.0,0.0,0.0,216,1
0.0,0.0,1.0,217,1
0.0,0.0,1.0,218,0
1.0,0.0,0.0,219,1
0.0,0.0,1.0,220,0
0.0,0.0,1.0,221,1
0.0,0.0,1.0,222,0
0.0,0.0,1.0,223,0
0.0,0.0,1.0,225,1
0.0,0.0,1.0,226,0
0.0,0.0,1.0,227,1
0.0,0.0,1.0,228,0
0.0,0.0,1.0,229,0
0.0,0.0,1.0,231,1
0.0,0.0,1.0,232,0
0.0,0.0,1.0,233,0
0.0,0.0,1.0,234,1
0.0,0.0,1.0,235,0
0.0,0.0,1.0,237,0
0.0,0.0,1.0,238,1
0.0,0.0,1.0,239,0
0.0,0.0,1.0,240,0
0.0,0.0,1.0,243,0
0.0,0.0,1.0,244,0
1.0,0.0,0.0,245,0
0.0,1.0,0.0,246,0
0.0,0.0,1.0,247,0
0.0,0.0,1.0,248,1
0.0,0.0,1.0,249,1
0.0,0.0,1.0,250,0
0.0,0.0,1.0,252,0
0.0,0.0,1.0,253,0
0.0,0.0,1.0,254,0
0.0,0.0,1.0,255,0
1.0,0.0,0.0,256,1
0.0,0.0,1.0,258,1
1.0,0.0,0.0,259,1
0.0,0.0,1.0,260,1
0.0,0.0,1.0,262,1
0.0,0.0,1.0,263,0
0.0,0.0,1.0,264,0
0.0,0.0,1.0,266,0
0.0,0.0,1.0,267,0
0.0,0.0,1.0,268,1
0.0,0.0,1.0,269,1
0.0,0.0,1.0,270,1
0.0,0.0,1.0,272,1
0.0,0.0,1.0,273,1
1.0,0.0,0.0,274,0
0.0,0.0,1.0,276,1
0.0,0.0,1.0,277,0
0.0,1.0,0.0,279,0
0.0,0.0,1.0,280,1
0.0,1.0,0.0,281,0
0.0,0.0,1.0,282,0
0.0,0.0,1.0,283,0
0.0,0.0,1.0,284,1
1.0,0.0,0.0,286,0
0.0,0.0,1.0,287,1
0.0,0.0,1.0,288,0
0.0,0.0,1.0,289,1
0.0,1.0,0.0,290,1
0.0,0.0,1.0,291,1
1.0,0.0,0.0,292,1
1.0,0.0,0.0,293,0
0.0,0.0,1.0,294,0
0.0,0.0,1.0,295,0
1.0,0.0,0.0,297,0
0.0,0.0,1.0,298,0
1.0,0.0,0.0,300,1
0.0,0.0,1.0,303,0
0.0,0.0,1.0,306,1
1.0,0.0,0.0,308,1
1.0,0.0,0.0,309,0
1.0,0.0,0.0,310,1
1.0,0.0,0.0,311,1
1.0,0.0,0.0,312,1
0.0,0.0,1.0,313,0
0.0,0.0,1.0,314,0
0.0,0.0,1.0,315,0
0.0,0.0,1.0,316,1
0.0,0.0,1.0,317,1
0.0,0.0,1.0,318,0
0.0,0.0,1.0,319,1
1.0,0.0,0.0,320,1
0.0,0.0,1.0,321,0
0.0,0.0,1.0,322,0
0.0,1.0,0.0,323,1
0.0,0.0,1.0,324,1
1.0,0.0,0.0,326,1
0.0,0.0,1.0,327,0
0.0,0.0,1.0,328,1
0.0,0.0,1.0,329,1
1.0,0.0,0.0,330,1
0.0,0.0,1.0,332,0
0.0,0.0,1.0,333,0
0.0,0.0,1.0,334,0
0.0,0.0,1.0,337,0
1.0,0.0,0.0,338,1
0.0,0.0,1.0,339,1
0.0,0.0,1.0,340,0
0.0,0.0,1.0,341,1
0.0,0.0,1.0,342,1
0.0,0.0,1.0,343,0
0.0,0.0,1.0,344,0
0.0,0.0,1.0,345,0
0.0,0.0,1.0,346,1
0.0,0.0,1.0,347,1
0.0,0.0,1.0,349,1
0.0,0.0,1.0,350,0
0.0,0.0,1.0,351,0
1.0,0.0,0.0,353,0
0.0,0.0,1.0,354,0
0.0,0.0,1.0,356,0
0.0,0.0,1.0,357,1
0.0,0.0,1.0,358,0
0.0,0.0,1.0,361,0
1.0,0.0,0.0,362,0
1.0,0.0,0.0,363,0
0.0,0.0,1.0,364,0
0.0,0.0,1.0,366,0
1.0,0.0,0.0,367,1
1.0,0.0,0.0,370,1
1.0,0.0,0.0,371,1
0.0,0.0,1.0,372,0
0.0,0.0,1.0,373,0
1.0,0.0,0.0,374,0
0.0,0.0,1.0,375,0
0.0,0.0,1.0,377,1
1.0,0.0,0.0,378,0
1.0,0.0,0.0,379,0
0.0,0.0,1.0,380,0
1.0,0.0,0.0,381,1
1.0,0.0,0.0,382,1
0.0,0.0,1.0,383,0
0.0,0.0,1.0,384,1
0.0,0.0,1.0,386,0
0.0,0.0,1.0,387,0
0.0,0.0,1.0,388,1
1.0,0.0,0.0,390,1
0.0,0.0,1.0,391,1
0.0,0.0,1.0,392,1
0.0,0.0,1.0,393,0
1.0,0.0,0.0,394,1
0.0,0.0,1.0,395,1
0.0,0.0,1.0,396,0
0.0,0.0,1.0,397,0
0.0,0.0,1.0,398,0
0.0,0.0,1.0,399,0
0.0,0.0,1.0,400,1
0.0,0.0,1.0,401,1
0.0,0.0,1.0,402,0
0.0,0.0,1.0,403,0
0.0,0.0,1.0,404,0
0.0,0.0,1.0,405,0
0.0,0.0,1.0,406,0
0.0,0.0,1.0,407,0
0.0,0.0,1.0,408,1
0.0,0.0,1.0,409,0
0.0,1.0,0.0,413,1
0.0,0.0,1.0,415,1
0.0,0.0,1.0,417,1
0.0,0.0,1.0,418,1
0.0,0.0,1.0,419,0
0.0,0.0,1.0,420,0
0.0,1.0,0.0,422,0
0.0,0.0,1.0,423,0
0.0,0.0,1.0,424,0
0.0,0.0,1.0,425,0
0.0,0.0,1.0,427,1
0.0,0.0,1.0,428,1
0.0,0.0,1.0,430,1
0.0,0.0,1.0,431,1
0.0,0.0,1.0,433,1
0.0,0.0,1.0,434,0
0.0,0.0,1.0,435,0
0.0,0.0,1.0,436,1
0.0,0.0,1.0,437,0
0.0,0.0,1.0,438,1
0.0,0.0,1.0,439,0
0.0,0.0,1.0,440,0
0.0,0.0,1.0,441,1
0.0,0.0,1.0,442,0
0.0,0.0,1.0,443,0
0.0,0.0,1.0,444,1
0.0,0.0,1.0,446,1
0.0,0.0,1.0,447,1
0.0,0.0,1.0,448,1
1.0,0.0,0.0,449,1
0.0,0.0,1.0,450,1
0.0,0.0,1.0,451,0
1.0,0.0,0.0,453,0
1.0,0.0,0.0,454,1
1.0,0.0,0.0,456,1
0.0,0.0,1.0,457,0
0.0,0.0,1.0,459,1
0.0,0.0,1.0,461,1
0.0,0.0,1.0,462,0
0.0,0.0,1.0,463,0
0.0,0.0,1.0,464,0
0.0,0.0,1.0,466,0
0.0,0.0,1.0,468,0
1.0,0.0,0.0,470,1
0.0,0.0,1.0,472,0
0.0,0.0,1.0,473,1
1.0,0.0,0.0,474,1
0.0,0.0,1.0,475,0
0.0,0.0,1.0,477,0
0.0,0.0,1.0,478,0
0.0,0.0,1.0,479,0
0.0,0.0,1.0,480,1
0.0,0.0,1.0,481,0
0.0,0.0,1.0,483,0
0.0,0.0,1.0,484,1
1.0,0.0,0.0,485,1
0.0,0.0,1.0,487,1
1.0,0.0,0.0,488,0
0.0,0.0,1.0,489,0
0.0,0.0,1.0,490,1
0.0,0.0,1.0,492,0
0.0,0.0,1.0,493,0
1.0,0.0,0.0,494,0
0.0,0.0,1.0,495,0
1.0,0.0,0.0,497,1
0.0,0.0,1.0,499,0
0.0,0.0,1.0,500,0
0.0,0.0,1.0,501,0
0.0,1.0,0.0,502,0
0.0,0.0,1.0,504,0
0.0,0.0,1.0,505,1
1.0,0.0,0.0,506,0
0.0,0.0,1.0,507,1
0.0,0.0,1.0,509,0
0.0,0.0,1.0,510,1
0.0,1.0,0.0,511,1
0.0,0.0,1.0,513,1
1.0,0.0,0.0,514,1
0.0,0.0,1.0,515,0
0.0,0.0,1.0,516,0
0.0,0.0,1.0,517,1
0.0,0.0,1.0,519,1
0.0,0.0,1.0,520,0
0.0,0.0,1.0,521,1
0.0,0.0,1.0,522,0
1.0,0.0,0.0,524,1
0.0,1.0,0.0,526,0
0.0,0.0,1.0,527,1
0.0,0.0,1.0,529,0
0.0,0.0,1.0,530,0
0.0,0.0,1.0,531,1
1.0,0.0,0.0,533,0
0.0,0.0,1.0,535,0
0.0,0.0,1.0,536,1
0.0,0.0,1.0,537,0
1.0,0.0,0.0,538,1
1.0,0.0,0.0,540,1
0.0,0.0,1.0,541,1
0.0,0.0,1.0,542,0
0.0,0.0,1.0,543,0
0.0,0.0,1.0,544,1
1.0,0.0,0.0,545,0
0.0,0.0,1.0,546,0
0.0,0.0,1.0,547,1
0.0,0.0,1.0,549,0
0.0,0.0,1.0,550,1
1.0,0.0,0.0,551,1
0.0,0.0,1.0,552,0
1.0,0.0,0.0,554,1
0.0,0.0,1.0,555,1
0.0,0.0,1.0,556,0
1.0,0.0,0.0,557,1
0.0,0.0,1.0,559,1
0.0,0.0,1.0,560,1
0.0,0.0,1.0,562,0
0.0,0.0,1.0,563,0
0.0,0.0,1.0,566,0
0.0,0.0,1.0,567,0
0.0,0.0,1.0,568,0
0.0,0.0,1.0,570,1
0.0,0.0,1.0,571,1
0.0,0.0,1.0,572,1
0.0,0.0,1.0,573,1
0.0,0.0,1.0,575,0
0.0,0.0,1.0,576,0
0.0,0.0,1.0,577,1
0.0,0.0,1.0,578,1
0.0,0.0,1.0,580,1
0.0,0.0,1.0,581,1
1.0,0.0,0.0,582,1
0.0,0.0,1.0,583,0
1.0,0.0,0.0,584,0
0.0,0.0,1.0,586,1
0.0,0.0,1.0,587,0
1.0,0.0,0.0,588,1
0.0,0.0,1.0,589,0
0.0,0.0,1.0,591,0
1.0,0.0,0.0,592,1
0.0,0.0,1.0,593,0
0.0,0.0,1.0,595,0
0.0,0.0,1.0,596,0
0.0,0.0,1.0,598,0
1.0,0.0,0.0,600,1
0.0,0.0,1.0,601,1
0.0,0.0,1.0,604,0
1.0,0.0,0.0,605,1
0.0,0.0,1.0,606,0
0.0,0.0,1.0,607,0
0.0,0.0,1.0,608,1
1.0,0.0,0.0,609,1
0.0,0.0,1.0,610,1
0.0,0.0,1.0,611,0
0.0,0.0,1.0,615,0
0.0,0.0,1.0,616,1
0.0,0.0,1.0,617,0
0.0,0.0,1.0,618,0
0.0,0.0,1.0,619,1
0.0,0.0,1.0,620,0
1.0,0.0,0.0,621,0
0.0,0.0,1.0,622,1
1.0,0.0,0.0,623,1
0.0,0.0,1.0,624,0
0.0,0.0,1.0,625,0
0.0,0.0,1.0,626,0
0.0,1.0,0.0,627,0
0.0,0.0,1.0,628,1
0.0,0.0,1.0,629,0
0.0,0.0,1.0,631,1
0.0,0.0,1.0,632,0
1.0,0.0,0.0,633,1
0.0,0.0,1.0,635,0
0.0,0.0,1.0,636,1
0.0,0.0,1.0,637,0
0.0,0.0,1.0,638,0
0.0,0.0,1.0,639,0
0.0,0.0,1.0,641,0
1.0,0.0,0.0,642,1
0.0,0.0,1.0,643,0
1.0,0.0,0.0,645,1
1.0,0.0,0.0,646,1
0.0,0.0,1.0,647,0
1.0,0.0,0.0,648,1
0.0,0.0,1.0,650,1
0.0,0.0,1.0,652,1
0.0,0.0,1.0,653,0
0.0,1.0,0.0,655,0
0.0,0.0,1.0,656,0
0.0,1.0,0.0,658,0
0.0,0.0,1.0,659,0
1.0,0.0,0.0,660,0
0.0,0.0,1.0,661,1
1.0,0.0,0.0,662,0
0.0,0.0,1.0,663,0
0.0,0.0,1.0,664,0
0.0,0.0,1.0,665,1
0.0,0.0,1.0,666,0
0.0,0.0,1.0,667,0
0.0,0.0,1.0,669,0
0.0,0.0,1.0,671,1
0.0,0.0,1.0,672,0
0.0,0.0,1.0,673,0
0.0,0.0,1.0,674,1
0.0,0.0,1.0,676,0
0.0,0.0,1.0,677,0
0.0,0.0,1.0,678,1
0.0,0.0,1.0,679,0
1.0,0.0,0.0,680,1
1.0,0.0,0.0,682,1
0.0,0.0,1.0,683,0
0.0,0.0,1.0,684,0
0.0,0.0,1.0,685,0
1.0,0.0,0.0,686,0
0.0,0.0,1.0,687,0
0.0,0.0,1.0,688,0
0.0,0.0,1.0,689,0
0.0,0.0,1.0,690,1
0.0,0.0,1.0,691,1
1.0,0.0,0.0,692,1
1.0,0.0,0.0,694,0
0.0,0.0,1.0,695,0
0.0,0.0,1.0,696,0
0.0,0.0,1.0,697,0
1.0,0.0,0.0,699,0
0.0,0.0,1.0,700,0
1.0,0.0,0.0,701,1
0.0,0.0,1.0,702,1
1.0,0.0,0.0,703,0
0.0,1.0,0.0,704,0
0.0,0.0,1.0,705,0
0.0,0.0,1.0,706,0
0.0,0.0,1.0,707,1
0.0,0.0,1.0,708,1
0.0,0.0,1.0,709,1
1.0,0.0,0.0,711,1
0.0,0.0,1.0,713,1
0.0,0.0,1.0,714,0
0.0,0.0,1.0,715,0
0.0,0.0,1.0,716,0
1.0,0.0,0.0,717,1
0.0,0.0,1.0,718,1
0.0,0.0,1.0,720,0
0.0,0.0,1.0,721,1
0.0,0.0,1.0,722,0
0.0,0.0,1.0,723,0
0.0,0.0,1.0,724,0
0.0,0.0,1.0,725,1
0.0,0.0,1.0,726,0
0.0,0.0,1.0,727,1
0.0,0.0,1.0,729,0
0.0,0.0,1.0,730,0
0.0,0.0,1.0,731,1
1.0,0.0,0.0,732,0
0.0,0.0,1.0,734,0
0.0,0.0,1.0,735,0
0.0,0.0,1.0,736,0
0.0,0.0,1.0,737,0
1.0,0.0,0.0,738,1
0.0,0.0,1.0,742,0
1.0,0.0,0.0,743,1
0.0,0.0,1.0,744,0
0.0,0.0,1.0,745,1
0.0,0.0,1.0,746,0
0.0,0.0,1.0,747,0
0.0,0.0,1.0,748,1
0.0,0.0,1.0,749,0
0.0,1.0,0.0,750,0
0.0,0.0,1.0,751,1
0.0,0.0,1.0,752,1
0.0,0.0,1.0,753,0
0.0,0.0,1.0,754,0
0.0,0.0,1.0,755,1
0.0,0.0,1.0,756,1
0.0,0.0,1.0,757,0
0.0,0.0,1.0,758,0
0.0,0.0,1.0,759,0
0.0,0.0,1.0,760,1
0.0,0.0,1.0,762,0
1.0,0.0,0.0,763,1
0.0,0.0,1.0,764,1
0.0,0.0,1.0,765,0
0.0,0.0,1.0,766,1
0.0,1.0,0.0,768,0
0.0,0.0,1.0,770,0
0.0,0.0,1.0,771,0
0.0,0.0,1.0,772,0
0.0,0.0,1.0,773,0
0.0,0.0,1.0,775,1
0.0,0.0,1.0,776,0
0.0,0.0,1.0,778,1
0.0,0.0,1.0,780,1
1.0,0.0,0.0,781,1
0.0,0.0,1.0,782,1
0.0,0.0,1.0,783,0
0.0,0.0,1.0,785,0
0.0,0.0,1.0,786,0
0.0,0.0,1.0,787,1
0.0,1.0,0.0,788,0
0.0,0.0,1.0,789,1
1.0,0.0,0.0,790,0
0.0,0.0,1.0,792,0
0.0,0.0,1.0,795,0
0.0,0.0,1.0,796,0
0.0,0.0,1.0,797,1
0.0,0.0,1.0,798,1
1.0,0.0,0.0,799,0
0.0,0.0,1.0,800,0
0.0,0.0,1.0,801,0
0.0,0.0,1.0,802,1
0.0,0.0,1.0,803,1
1.0,0.0,0.0,804,1
0.0,0.0,1.0,805,1
0.0,0.0,1.0,806,0
0.0,0.0,1.0,807,0
0.0,0.0,1.0,808,0
0.0,0.0,1.0,809,0
0.0,0.0,1.0,810,1
0.0,0.0,1.0,811,0
0.0,0.0,1.0,812,0
0.0,0.0,1.0,813,0
0.0,0.0,1.0,814,0
0.0,0.0,1.0,815,0
0.0,0.0,1.0,817,0
1.0,0.0,0.0,818,0
0.0,0.0,1.0,819,0
0.0,0.0,1.0,820,0
0.0,0.0,1.0,821,1
0.0,0.0,1.0,822,1
0.0,0.0,1.0,823,0
0.0,0.0,1.0,824,1
0.0,0.0,1.0,825,0
1.0,0.0,0.0,828,1
1.0,0.0,0.0,831,1
0.0,0.0,1.0,832,1
0.0,0.0,1.0,834,0
0.0,0.0,1.0,835,0
1.0,0.0,0.0,836,1
0.0,0.0,1.0,837,0
0.0,0.0,1.0,839,1
0.0,0.0,1.0,841,0
0.0,0.0,1.0,842,0
1.0,0.0,0.0,843,1
1.0,0.0,0.0,844,0
0.0,0.0,1.0,845,0
0.0,0.0,1.0,846,0
1.0,0.0,0.0,848,0
0.0,0.0,1.0,849,0
0.0,0.0,1.0,851,0
0.0,0.0,1.0,852,0
1.0,0.0,0.0,853,0
0.0,0.0,1.0,854,1
0.0,0.0,1.0,855,0
0.0,0.0,1.0,856,1
0.0,0.0,1.0,857,1
0.0,0.0,1.0,858,1
1.0,0.0,0.0,859,1
0.0,0.0,1.0,861,0
0.0,0.0,1.0,862,0
0.0,0.0,1.0,863,1
0.0,0.0,1.0,865,0
0.0,0.0,1.0,866,1
1.0,0.0,0.0,867,1
0.0,0.0,1.0,868,0
0.0,0.0,1.0,870,1
0.0,0.0,1.0,871,0
0.0,0.0,1.0,872,1
0.0,0.0,1.0,873,0
0.0,0.0,1.0,874,0
1.0,0.0,0.0,875,1
1.0,0.0,0.0,876,1
0.0,0.0,1.0,877,0
0.0,0.0,1.0,878,0
1.0,0.0,0.0,880,1
0.0,0.0,1.0,881,1
0.0,0.0,1.0,882,0
0.0,0.0,1.0,883,0
0.0,0.0,1.0,884,0
0.0,0.0,1.0,885,0
0.0,1.0,0.0,886,0
0.0,0.0,1.0,887,0
0.0,0.0,1.0,888,1
1.0,0.0,0.0,890,1
0.0,1.0,0.0,891,0
